CONFIGURATION USED
DCno: 2
Sector/DC: 1
Aisles/Sector: 1
Racks/aisle: 2
Hosts/Rack: 800
Application( if using workload , type 0 ): 0
ReplicationFactor: 2
DCfailure: 0
Sectorfailure: 0
Aislefailure: 0
Rackfailure: 1
Hostfailure: 0

 INITIALIZING the configuration 
0.1: Broker: VM #231 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #115
0.1: Broker: VM #232 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #116
0.1: Broker: VM #233 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #116
0.1: Broker: VM #234 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #117
0.1: Broker: VM #235 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #117
0.1: Broker: VM #236 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #118
0.1: Broker: VM #237 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #118
0.1: Broker: VM #238 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #119
0.1: Broker: VM #239 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #119
0.1: Broker: VM #240 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #120
0.1: Broker: VM #241 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #120
0.1: Broker: VM #242 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #121
0.1: Broker: VM #243 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #121
0.1: Broker: VM #244 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #122
0.1: Broker: VM #245 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #122
0.1: Broker: VM #246 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #123
0.1: Broker: VM #247 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #123
0.1: Broker: VM #248 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #124
0.1: Broker: VM #249 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #124
0.1: Broker: VM #250 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #125
0.1: Broker: VM #251 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #125
0.1: Broker: VM #252 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #126
0.1: Broker: VM #253 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #126
0.1: Broker: VM #254 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #127
0.1: Broker: VM #255 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #127
0.1: Broker: VM #256 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #128
0.1: Broker: VM #257 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #128
0.1: Broker: VM #258 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #129
0.1: Broker: VM #259 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #129
0.1: Broker: VM #260 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #130
0.1: Broker: VM #261 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #130
0.1: Broker: VM #262 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #131
0.1: Broker: VM #263 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #131
0.1: Broker: VM #264 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #132
0.1: Broker: VM #265 has been created in Datacenter #2, Sector #0, Aisle #0, Rack #0, Host #132
